Type,X,Y,BB Width,BB Height,filename,Image Width,Image Height
text box,107,346,315,26,video5_2_4_shot6.jpg,1280,720
instructor,995,409,284,310,video5_2_4_shot6.jpg,1280,720
text box,105,499,273,26,video5_2_4_shot6.jpg,1280,720
text box,106,530,102,25,video5_2_4_shot6.jpg,1280,720
text box,103,562,166,23,video5_2_4_shot6.jpg,1280,720
text box,106,595,152,22,video5_2_4_shot6.jpg,1280,720
text box,108,625,380,26,video5_2_4_shot6.jpg,1280,720
handwriting,406,540,620,53,video5_2_4_shot6.jpg,1280,720
header,161,7,327,58,video5_2_4_shot10.jpg,1280,720
header,746,43,253,22,video5_2_4_shot10.jpg,1280,720
title,127,109,696,44,video5_2_4_shot10.jpg,1280,720
text box,106,198,729,80,video5_2_4_shot10.jpg,1280,720
text box,107,282,262,27,video5_2_4_shot10.jpg,1280,720
text box,102,380,746,52,video5_2_4_shot10.jpg,1280,720
diagram,365,438,725,112,video5_2_4_shot10.jpg,1280,720
footer,125,687,79,17,video5_2_4_shot10.jpg,1280,720
picture,938,103,164,252,video5_2_4_shot10.jpg,1280,720
text box,107,316,339,23,video5_2_4_shot10.jpg,1280,720
text box,107,346,315,26,video5_2_4_shot10.jpg,1280,720
instructor,1002,411,275,309,video5_2_4_shot10.jpg,1280,720
text box,100,562,416,90,video5_2_4_shot10.jpg,1280,720
text box,558,562,505,89,video5_2_4_shot10.jpg,1280,720
header,161,7,327,58,video5_2_4_shot11.jpg,1280,720
header,746,43,253,22,video5_2_4_shot11.jpg,1280,720
title,127,109,700,44,video5_2_4_shot11.jpg,1280,720
text box,106,198,730,80,video5_2_4_shot11.jpg,1280,720
text box,107,282,262,27,video5_2_4_shot11.jpg,1280,720
text box,102,380,746,52,video5_2_4_shot11.jpg,1280,720
diagram,365,438,725,112,video5_2_4_shot11.jpg,1280,720
footer,125,687,79,17,video5_2_4_shot11.jpg,1280,720
picture,938,103,164,252,video5_2_4_shot11.jpg,1280,720
text box,107,316,339,23,video5_2_4_shot11.jpg,1280,720
text box,107,346,315,26,video5_2_4_shot11.jpg,1280,720
text box,100,562,417,90,video5_2_4_shot11.jpg,1280,720
text box,558,562,505,89,video5_2_4_shot11.jpg,1280,720
instructor,1029,417,250,301,video5_2_4_shot11.jpg,1280,720
header,161,7,327,58,video5_2_4_shot12.jpg,1280,720
header,746,43,253,22,video5_2_4_shot12.jpg,1280,720
title,127,109,679,44,video5_2_4_shot12.jpg,1280,720
text box,106,198,730,80,video5_2_4_shot12.jpg,1280,720
text box,107,282,262,27,video5_2_4_shot12.jpg,1280,720
text box,102,380,746,52,video5_2_4_shot12.jpg,1280,720
diagram,365,438,725,134,video5_2_4_shot12.jpg,1280,720
footer,125,687,79,17,video5_2_4_shot12.jpg,1280,720
picture,938,103,164,252,video5_2_4_shot12.jpg,1280,720
text box,107,316,339,23,video5_2_4_shot12.jpg,1280,720
text box,107,346,315,26,video5_2_4_shot12.jpg,1280,720
figure,99,561,273,90,video5_2_4_shot12.jpg,1280,720
instructor,1002,415,277,304,video5_2_4_shot12.jpg,1280,720
text box,103,492,255,52,video5_2_4_shot12.jpg,1280,720
header,161,7,327,58,video5_2_4_shot13.jpg,1280,720
header,746,43,253,22,video5_2_4_shot13.jpg,1280,720
title,127,109,677,44,video5_2_4_shot13.jpg,1280,720
text box,106,198,730,80,video5_2_4_shot13.jpg,1280,720
text box,107,282,262,27,video5_2_4_shot13.jpg,1280,720
text box,106,380,742,52,video5_2_4_shot13.jpg,1280,720
diagram,365,438,725,134,video5_2_4_shot13.jpg,1280,720
footer,125,687,79,17,video5_2_4_shot13.jpg,1280,720
picture,938,103,164,252,video5_2_4_shot13.jpg,1280,720
text box,107,316,339,23,video5_2_4_shot13.jpg,1280,720
text box,107,346,315,26,video5_2_4_shot13.jpg,1280,720
figure,106,561,267,90,video5_2_4_shot13.jpg,1280,720
instructor,1037,417,242,302,video5_2_4_shot13.jpg,1280,720
text box,103,492,255,52,video5_2_4_shot13.jpg,1280,720
handwriting,525,408,473,28,video5_2_4_shot13.jpg,1280,720
header,161,7,327,58,video5_2_4_shot14.jpg,1280,720
header,746,43,253,22,video5_2_4_shot14.jpg,1280,720
title,127,109,678,44,video5_2_4_shot14.jpg,1280,720
text box,106,198,730,80,video5_2_4_shot14.jpg,1280,720
text box,107,282,262,27,video5_2_4_shot14.jpg,1280,720
text box,106,380,743,52,video5_2_4_shot14.jpg,1280,720
diagram,365,438,725,134,video5_2_4_shot14.jpg,1280,720
footer,125,687,79,17,video5_2_4_shot14.jpg,1280,720
picture,938,103,164,252,video5_2_4_shot14.jpg,1280,720
text box,107,316,339,23,video5_2_4_shot14.jpg,1280,720
text box,107,346,315,26,video5_2_4_shot14.jpg,1280,720
figure,106,561,267,90,video5_2_4_shot14.jpg,1280,720
instructor,1016,409,263,310,video5_2_4_shot14.jpg,1280,720
text box,103,492,255,52,video5_2_4_shot14.jpg,1280,720
handwriting,525,401,589,36,video5_2_4_shot14.jpg,1280,720
handwriting,385,578,264,48,video5_2_4_shot14.jpg,1280,720
header,161,7,327,58,video5_2_4_shot15.jpg,1280,720
header,746,43,253,22,video5_2_4_shot15.jpg,1280,720
title,127,109,678,44,video5_2_4_shot15.jpg,1280,720
text box,106,198,730,80,video5_2_4_shot15.jpg,1280,720
text box,107,282,262,27,video5_2_4_shot15.jpg,1280,720
text box,106,380,743,52,video5_2_4_shot15.jpg,1280,720
diagram,365,438,725,134,video5_2_4_shot15.jpg,1280,720
footer,125,687,79,17,video5_2_4_shot15.jpg,1280,720
picture,938,103,164,252,video5_2_4_shot15.jpg,1280,720
text box,107,316,339,23,video5_2_4_shot15.jpg,1280,720
text box,107,346,315,26,video5_2_4_shot15.jpg,1280,720
figure,106,561,267,90,video5_2_4_shot15.jpg,1280,720
instructor,1018,418,261,301,video5_2_4_shot15.jpg,1280,720
text box,103,492,255,52,video5_2_4_shot15.jpg,1280,720
handwriting,525,401,589,36,video5_2_4_shot15.jpg,1280,720
handwriting,385,578,609,60,video5_2_4_shot15.jpg,1280,720
header,161,7,327,58,video5_2_4_shot16.jpg,1280,720
header,746,43,253,22,video5_2_4_shot16.jpg,1280,720
title,127,109,677,44,video5_2_4_shot16.jpg,1280,720
text box,106,198,730,80,video5_2_4_shot16.jpg,1280,720
text box,107,282,262,27,video5_2_4_shot16.jpg,1280,720
text box,106,380,743,52,video5_2_4_shot16.jpg,1280,720
diagram,365,438,725,134,video5_2_4_shot16.jpg,1280,720
footer,125,687,79,17,video5_2_4_shot16.jpg,1280,720
picture,938,103,164,252,video5_2_4_shot16.jpg,1280,720
text box,107,316,339,23,video5_2_4_shot16.jpg,1280,720
text box,107,346,315,26,video5_2_4_shot16.jpg,1280,720
figure,106,561,267,90,video5_2_4_shot16.jpg,1280,720
instructor,1014,416,264,304,video5_2_4_shot16.jpg,1280,720
text box,103,492,255,52,video5_2_4_shot16.jpg,1280,720
handwriting,525,401,589,36,video5_2_4_shot16.jpg,1280,720
handwriting,385,578,612,73,video5_2_4_shot16.jpg,1280,720
header,161,7,327,58,video5_2_4_shot17.jpg,1280,720
header,746,43,253,22,video5_2_4_shot17.jpg,1280,720
title,127,109,678,44,video5_2_4_shot17.jpg,1280,720
text box,106,198,730,80,video5_2_4_shot17.jpg,1280,720
text box,107,282,262,27,video5_2_4_shot17.jpg,1280,720
text box,106,380,743,52,video5_2_4_shot17.jpg,1280,720
diagram,365,438,725,134,video5_2_4_shot17.jpg,1280,720
footer,125,687,79,17,video5_2_4_shot17.jpg,1280,720
picture,938,103,164,252,video5_2_4_shot17.jpg,1280,720
text box,107,316,339,23,video5_2_4_shot17.jpg,1280,720
text box,107,346,315,26,video5_2_4_shot17.jpg,1280,720
figure,106,561,267,90,video5_2_4_shot17.jpg,1280,720
text box,103,492,255,52,video5_2_4_shot17.jpg,1280,720
handwriting,525,401,589,36,video5_2_4_shot17.jpg,1280,720
handwriting,385,578,612,73,video5_2_4_shot17.jpg,1280,720
instructor,1017,414,261,305,video5_2_4_shot17.jpg,1280,720
header,161,7,327,58,video5_2_4_shot21.jpg,1280,720
header,746,43,253,22,video5_2_4_shot21.jpg,1280,720
title,127,109,679,44,video5_2_4_shot21.jpg,1280,720
picture,938,103,164,252,video5_2_4_shot21.jpg,1280,720
instructor,1056,433,223,286,video5_2_4_shot21.jpg,1280,720
diagram,80,210,813,165,video5_2_4_shot21.jpg,1280,720
handwriting,207,434,885,171,video5_2_4_shot21.jpg,1280,720
text box,91,494,117,75,video5_2_4_shot21.jpg,1280,720
picture,63,574,154,132,video5_2_4_shot21.jpg,1280,720
header,161,7,327,58,video5_2_4_shot22.jpg,1280,720
header,746,43,253,22,video5_2_4_shot22.jpg,1280,720
title,127,109,677,44,video5_2_4_shot22.jpg,1280,720
picture,938,103,164,252,video5_2_4_shot22.jpg,1280,720
instructor,1050,433,229,286,video5_2_4_shot22.jpg,1280,720
diagram,80,210,813,165,video5_2_4_shot22.jpg,1280,720
handwriting,202,434,925,171,video5_2_4_shot22.jpg,1280,720
text box,91,499,117,92,video5_2_4_shot22.jpg,1280,720
footer,127,685,80,21,video5_2_4_shot22.jpg,1280,720
header,161,7,327,58,video5_2_4_shot23.jpg,1280,720
header,746,43,253,22,video5_2_4_shot23.jpg,1280,720
title,127,109,678,44,video5_2_4_shot23.jpg,1280,720
picture,938,103,164,252,video5_2_4_shot23.jpg,1280,720
instructor,1046,433,232,286,video5_2_4_shot23.jpg,1280,720
diagram,80,210,813,165,video5_2_4_shot23.jpg,1280,720
handwriting,207,434,912,171,video5_2_4_shot23.jpg,1280,720
text box,91,494,117,75,video5_2_4_shot23.jpg,1280,720
picture,63,574,152,132,video5_2_4_shot23.jpg,1280,720
header,161,7,327,58,video5_2_4_shot24.jpg,1280,720
header,746,43,253,22,video5_2_4_shot24.jpg,1280,720
title,127,109,678,44,video5_2_4_shot24.jpg,1280,720
picture,938,103,164,252,video5_2_4_shot24.jpg,1280,720
instructor,1038,424,241,295,video5_2_4_shot24.jpg,1280,720
diagram,80,210,813,165,video5_2_4_shot24.jpg,1280,720
handwriting,207,434,906,171,video5_2_4_shot24.jpg,1280,720
text box,91,498,117,91,video5_2_4_shot24.jpg,1280,720
footer,124,684,82,22,video5_2_4_shot24.jpg,1280,720
header,161,7,327,58,video5_2_4_shot25.jpg,1280,720
header,746,45,253,20,video5_2_4_shot25.jpg,1280,720
title,127,109,677,44,video5_2_4_shot25.jpg,1280,720
picture,938,103,164,252,video5_2_4_shot25.jpg,1280,720
instructor,995,409,284,310,video5_2_4_shot25.jpg,1280,720
diagram,80,210,813,165,video5_2_4_shot25.jpg,1280,720
handwriting,207,434,866,171,video5_2_4_shot25.jpg,1280,720
text box,91,494,117,95,video5_2_4_shot25.jpg,1280,720
footer,124,684,82,22,video5_2_4_shot25.jpg,1280,720
header,161,7,327,58,video5_2_4_shot26.jpg,1280,720
header,746,46,253,19,video5_2_4_shot26.jpg,1280,720
title,127,109,678,44,video5_2_4_shot26.jpg,1280,720
picture,938,103,164,252,video5_2_4_shot26.jpg,1280,720
instructor,1019,430,259,289,video5_2_4_shot26.jpg,1280,720
diagram,80,210,813,165,video5_2_4_shot26.jpg,1280,720
handwriting,207,434,891,171,video5_2_4_shot26.jpg,1280,720
text box,91,494,117,95,video5_2_4_shot26.jpg,1280,720
footer,124,684,82,22,video5_2_4_shot26.jpg,1280,720
header,161,7,327,58,video5_2_4_shot27.jpg,1280,720
header,746,46,253,19,video5_2_4_shot27.jpg,1280,720
title,127,109,676,44,video5_2_4_shot27.jpg,1280,720
picture,938,103,164,252,video5_2_4_shot27.jpg,1280,720
instructor,1000,413,279,306,video5_2_4_shot27.jpg,1280,720
diagram,80,210,813,165,video5_2_4_shot27.jpg,1280,720
handwriting,207,434,875,167,video5_2_4_shot27.jpg,1280,720
text box,91,494,117,95,video5_2_4_shot27.jpg,1280,720
footer,124,684,82,22,video5_2_4_shot27.jpg,1280,720
header,159,7,330,59,video5_2_5_shot4.jpg,1280,720
header,751,47,246,20,video5_2_5_shot4.jpg,1280,720
text box,638,80,492,111,video5_2_5_shot4.jpg,1280,720
title,138,125,271,42,video5_2_5_shot4.jpg,1280,720
text box,123,215,590,32,video5_2_5_shot4.jpg,1280,720
text box,124,259,982,111,video5_2_5_shot4.jpg,1280,720
text box,214,387,172,30,video5_2_5_shot4.jpg,1280,720
text box,214,429,456,34,video5_2_5_shot4.jpg,1280,720
text box,211,475,788,33,video5_2_5_shot4.jpg,1280,720
text box,572,513,423,26,video5_2_5_shot4.jpg,1280,720
text box,95,631,766,22,video5_2_5_shot4.jpg,1280,720
footer,127,685,75,21,video5_2_5_shot4.jpg,1280,720
instructor,914,392,353,327,video5_2_5_shot4.jpg,1280,720
header,159,7,330,59,video5_2_5_shot5.jpg,1280,720
header,751,47,246,20,video5_2_5_shot5.jpg,1280,720
text box,638,80,492,111,video5_2_5_shot5.jpg,1280,720
title,138,125,271,42,video5_2_5_shot5.jpg,1280,720
text box,123,215,590,32,video5_2_5_shot5.jpg,1280,720
text box,124,259,976,112,video5_2_5_shot5.jpg,1280,720
text box,214,387,172,30,video5_2_5_shot5.jpg,1280,720
text box,214,429,456,34,video5_2_5_shot5.jpg,1280,720
text box,211,475,793,33,video5_2_5_shot5.jpg,1280,720
text box,572,513,437,26,video5_2_5_shot5.jpg,1280,720
text box,95,631,766,22,video5_2_5_shot5.jpg,1280,720
footer,127,685,75,21,video5_2_5_shot5.jpg,1280,720
instructor,917,382,331,337,video5_2_5_shot5.jpg,1280,720
header,159,7,330,59,video5_2_5_shot6.jpg,1280,720
header,751,47,246,20,video5_2_5_shot6.jpg,1280,720
text box,638,80,492,111,video5_2_5_shot6.jpg,1280,720
title,138,125,271,42,video5_2_5_shot6.jpg,1280,720
text box,123,215,590,32,video5_2_5_shot6.jpg,1280,720
text box,124,259,979,112,video5_2_5_shot6.jpg,1280,720
text box,214,387,172,30,video5_2_5_shot6.jpg,1280,720
text box,214,429,456,34,video5_2_5_shot6.jpg,1280,720
text box,211,475,793,33,video5_2_5_shot6.jpg,1280,720
text box,572,513,437,26,video5_2_5_shot6.jpg,1280,720
text box,95,631,766,22,video5_2_5_shot6.jpg,1280,720
footer,127,685,75,21,video5_2_5_shot6.jpg,1280,720
instructor,927,385,326,334,video5_2_5_shot6.jpg,1280,720
figure,489,550,167,43,video5_2_5_shot6.jpg,1280,720
header,159,7,330,59,video5_2_5_shot7.jpg,1280,720
header,751,47,246,20,video5_2_5_shot7.jpg,1280,720
text box,638,80,492,111,video5_2_5_shot7.jpg,1280,720
title,138,125,271,42,video5_2_5_shot7.jpg,1280,720
text box,123,215,590,32,video5_2_5_shot7.jpg,1280,720
text box,124,259,979,112,video5_2_5_shot7.jpg,1280,720
text box,214,387,172,30,video5_2_5_shot7.jpg,1280,720
text box,214,429,456,34,video5_2_5_shot7.jpg,1280,720
text box,211,475,771,33,video5_2_5_shot7.jpg,1280,720
text box,572,513,394,26,video5_2_5_shot7.jpg,1280,720
text box,95,631,766,22,video5_2_5_shot7.jpg,1280,720
footer,127,685,75,21,video5_2_5_shot7.jpg,1280,720
instructor,922,385,330,334,video5_2_5_shot7.jpg,1280,720
figure,489,550,167,43,video5_2_5_shot7.jpg,1280,720
header,164,9,321,54,video5_2_5_shot8.jpg,1280,720
header,751,48,246,16,video5_2_5_shot8.jpg,1280,720
title,142,127,426,36,video5_2_5_shot8.jpg,1280,720
instructor,919,386,330,335,video5_2_5_shot8.jpg,1280,720
footer,128,685,72,19,video5_2_5_shot8.jpg,1280,720
picture,77,262,1029,163,video5_2_5_shot8.jpg,1280,720
diagram,94,449,895,89,video5_2_5_shot8.jpg,1280,720
header,163,10,322,53,video5_2_5_shot9.jpg,1280,720
header,751,48,245,16,video5_2_5_shot9.jpg,1280,720
title,141,126,428,37,video5_2_5_shot9.jpg,1280,720
instructor,953,393,326,326,video5_2_5_shot9.jpg,1280,720
footer,128,686,73,17,video5_2_5_shot9.jpg,1280,720
picture,77,262,1029,163,video5_2_5_shot9.jpg,1280,720
diagram,94,449,933,89,video5_2_5_shot9.jpg,1280,720
header,164,10,322,52,video5_2_5_shot10.jpg,1280,720
title,142,127,426,36,video5_2_5_shot10.jpg,1280,720
header,751,48,245,14,video5_2_5_shot10.jpg,1280,720
instructor,919,392,362,329,video5_2_5_shot10.jpg,1280,720
footer,128,686,73,18,video5_2_5_shot10.jpg,1280,720
diagram,92,450,951,95,video5_2_5_shot10.jpg,1280,720
picture,78,263,1029,163,video5_2_5_shot10.jpg,1280,720
handwriting,578,546,449,46,video5_2_5_shot10.jpg,1280,720
header,162,9,324,54,video5_2_5_shot11.jpg,1280,720
header,752,47,245,17,video5_2_5_shot11.jpg,1280,720
title,141,127,428,37,video5_2_5_shot11.jpg,1280,720
instructor,917,391,334,328,video5_2_5_shot11.jpg,1280,720
footer,128,685,72,19,video5_2_5_shot11.jpg,1280,720
handwriting,579,544,403,50,video5_2_5_shot11.jpg,1280,720
picture,77,264,1029,161,video5_2_5_shot11.jpg,1280,720
diagram,94,449,899,95,video5_2_5_shot11.jpg,1280,720
header,163,9,323,55,video5_2_5_shot12.jpg,1280,720
header,752,48,243,16,video5_2_5_shot12.jpg,1280,720
title,141,127,428,38,video5_2_5_shot12.jpg,1280,720
instructor,1005,400,275,319,video5_2_5_shot12.jpg,1280,720
footer,128,687,72,17,video5_2_5_shot12.jpg,1280,720
handwriting,580,541,488,52,video5_2_5_shot12.jpg,1280,720
picture,77,264,1029,161,video5_2_5_shot12.jpg,1280,720
diagram,94,449,968,94,video5_2_5_shot12.jpg,1280,720
handwriting,441,414,71,17,video5_2_5_shot12.jpg,1280,720
header,162,9,323,54,video5_2_5_shot13.jpg,1280,720
title,142,126,426,38,video5_2_5_shot13.jpg,1280,720
header,751,48,245,16,video5_2_5_shot13.jpg,1280,720
instructor,903,385,346,335,video5_2_5_shot13.jpg,1280,720
footer,129,687,71,16,video5_2_5_shot13.jpg,1280,720
picture,77,264,1029,161,video5_2_5_shot13.jpg,1280,720
diagram,94,449,877,95,video5_2_5_shot13.jpg,1280,720
handwriting,441,415,218,19,video5_2_5_shot13.jpg,1280,720
instructor,934,382,326,338,video5_2_5_shot14.jpg,1280,720
footer,129,687,73,17,video5_2_5_shot14.jpg,1280,720
header,163,10,323,52,video5_2_5_shot14.jpg,1280,720
header,751,48,246,16,video5_2_5_shot14.jpg,1280,720
title,143,127,425,37,video5_2_5_shot14.jpg,1280,720
handwriting,579,544,444,48,video5_2_5_shot14.jpg,1280,720
picture,77,264,1029,161,video5_2_5_shot14.jpg,1280,720
diagram,94,449,917,95,video5_2_5_shot14.jpg,1280,720
handwriting,441,409,490,30,video5_2_5_shot14.jpg,1280,720
header,162,10,324,53,video5_2_5_shot15.jpg,1280,720
title,142,127,426,36,video5_2_5_shot15.jpg,1280,720
header,752,49,243,14,video5_2_5_shot15.jpg,1280,720
instructor,957,395,323,324,video5_2_5_shot15.jpg,1280,720
footer,128,687,72,17,video5_2_5_shot15.jpg,1280,720
handwriting,579,543,450,54,video5_2_5_shot15.jpg,1280,720
picture,77,264,1029,161,video5_2_5_shot15.jpg,1280,720
diagram,94,449,941,95,video5_2_5_shot15.jpg,1280,720
handwriting,369,408,569,50,video5_2_5_shot15.jpg,1280,720
header,163,10,322,53,video5_2_5_shot16.jpg,1280,720
header,751,48,245,14,video5_2_5_shot16.jpg,1280,720
title,142,127,426,35,video5_2_5_shot16.jpg,1280,720
instructor,945,388,332,331,video5_2_5_shot16.jpg,1280,720
footer,128,687,72,17,video5_2_5_shot16.jpg,1280,720
figure,123,469,487,54,video5_2_5_shot16.jpg,1280,720
picture,77,199,782,123,video5_2_5_shot16.jpg,1280,720
diagram,95,340,714,72,video5_2_5_shot16.jpg,1280,720
header,164,10,322,53,video5_2_5_shot17.jpg,1280,720
header,751,48,244,14,video5_2_5_shot17.jpg,1280,720
instructor,999,393,281,326,video5_2_5_shot17.jpg,1280,720
title,142,128,424,34,video5_2_5_shot17.jpg,1280,720
figure,124,471,487,60,video5_2_5_shot17.jpg,1280,720
handwriting,109,543,450,85,video5_2_5_shot17.jpg,1280,720
footer,128,687,73,16,video5_2_5_shot17.jpg,1280,720
picture,77,199,782,123,video5_2_5_shot17.jpg,1280,720
diagram,95,340,714,72,video5_2_5_shot17.jpg,1280,720
header,163,9,322,54,video5_2_5_shot18.jpg,1280,720
title,142,127,425,36,video5_2_5_shot18.jpg,1280,720
header,751,48,245,14,video5_2_5_shot18.jpg,1280,720
figure,125,470,486,62,video5_2_5_shot18.jpg,1280,720
handwriting,108,544,451,108,video5_2_5_shot18.jpg,1280,720
footer,128,686,73,17,video5_2_5_shot18.jpg,1280,720
instructor,923,389,328,332,video5_2_5_shot18.jpg,1280,720
picture,77,199,782,123,video5_2_5_shot18.jpg,1280,720
diagram,96,340,714,72,video5_2_5_shot18.jpg,1280,720
header,164,10,322,53,video5_2_5_shot19.jpg,1280,720
title,142,127,426,37,video5_2_5_shot19.jpg,1280,720
header,750,48,246,15,video5_2_5_shot19.jpg,1280,720
footer,129,687,71,17,video5_2_5_shot19.jpg,1280,720
instructor,935,393,327,327,video5_2_5_shot19.jpg,1280,720
picture,76,198,782,124,video5_2_5_shot19.jpg,1280,720
figure,124,470,487,62,video5_2_5_shot19.jpg,1280,720
handwriting,106,545,454,107,video5_2_5_shot19.jpg,1280,720
diagram,97,340,713,73,video5_2_5_shot19.jpg,1280,720
instructor,909,394,337,325,video5_2_5_shot20.jpg,1280,720
footer,129,686,72,18,video5_2_5_shot20.jpg,1280,720
header,163,10,324,53,video5_2_5_shot20.jpg,1280,720
title,142,127,426,37,video5_2_5_shot20.jpg,1280,720
header,750,48,245,16,video5_2_5_shot20.jpg,1280,720
figure,122,470,488,62,video5_2_5_shot20.jpg,1280,720
handwriting,110,542,450,111,video5_2_5_shot20.jpg,1280,720
picture,76,198,782,124,video5_2_5_shot20.jpg,1280,720
diagram,97,340,714,72,video5_2_5_shot20.jpg,1280,720
header,162,9,323,55,video5_2_5_shot21.jpg,1280,720
title,141,126,426,37,video5_2_5_shot21.jpg,1280,720
header,751,48,244,14,video5_2_5_shot21.jpg,1280,720
handwriting,109,543,451,106,video5_2_5_shot21.jpg,1280,720
footer,128,686,71,17,video5_2_5_shot21.jpg,1280,720
figure,124,470,488,63,video5_2_5_shot21.jpg,1280,720
instructor,915,388,340,332,video5_2_5_shot21.jpg,1280,720
picture,76,198,782,124,video5_2_5_shot21.jpg,1280,720
diagram,97,340,714,72,video5_2_5_shot21.jpg,1280,720
header,163,9,323,53,video5_2_5_shot22.jpg,1280,720
header,752,48,244,14,video5_2_5_shot22.jpg,1280,720
title,141,127,427,36,video5_2_5_shot22.jpg,1280,720
handwriting,107,543,453,107,video5_2_5_shot22.jpg,1280,720
footer,128,686,72,18,video5_2_5_shot22.jpg,1280,720
instructor,923,399,336,320,video5_2_5_shot22.jpg,1280,720
picture,76,198,782,124,video5_2_5_shot22.jpg,1280,720
diagram,97,339,714,73,video5_2_5_shot22.jpg,1280,720
figure,124,470,488,63,video5_2_5_shot22.jpg,1280,720
header,163,10,329,54,video5_2_5_shot23.jpg,1280,720
title,142,126,425,37,video5_2_5_shot23.jpg,1280,720
handwriting,108,544,452,107,video5_2_5_shot23.jpg,1280,720
instructor,948,400,332,320,video5_2_5_shot23.jpg,1280,720
header,751,48,245,14,video5_2_5_shot23.jpg,1280,720
footer,128,684,73,20,video5_2_5_shot23.jpg,1280,720
picture,76,198,782,124,video5_2_5_shot23.jpg,1280,720
diagram,97,341,714,71,video5_2_5_shot23.jpg,1280,720
figure,124,470,488,63,video5_2_5_shot23.jpg,1280,720
instructor,973,406,307,313,video5_2_5_shot24.jpg,1280,720
header,162,10,323,53,video5_2_5_shot24.jpg,1280,720
header,751,48,245,15,video5_2_5_shot24.jpg,1280,720
title,142,128,424,34,video5_2_5_shot24.jpg,1280,720
handwriting,108,544,451,107,video5_2_5_shot24.jpg,1280,720
handwriting,607,499,444,128,video5_2_5_shot24.jpg,1280,720
footer,129,684,72,19,video5_2_5_shot24.jpg,1280,720
picture,76,198,782,124,video5_2_5_shot24.jpg,1280,720
diagram,97,340,714,75,video5_2_5_shot24.jpg,1280,720
figure,124,470,488,63,video5_2_5_shot24.jpg,1280,720
header,162,10,323,53,video5_2_5_shot25.jpg,1280,720
title,142,127,426,36,video5_2_5_shot25.jpg,1280,720
header,751,47,245,17,video5_2_5_shot25.jpg,1280,720
instructor,972,408,306,312,video5_2_5_shot25.jpg,1280,720
handwriting,106,544,453,107,video5_2_5_shot25.jpg,1280,720
handwriting,607,472,469,177,video5_2_5_shot25.jpg,1280,720
footer,128,685,74,19,video5_2_5_shot25.jpg,1280,720
picture,76,198,782,124,video5_2_5_shot25.jpg,1280,720
diagram,97,340,714,72,video5_2_5_shot25.jpg,1280,720
figure,124,470,488,63,video5_2_5_shot25.jpg,1280,720
header,162,10,322,53,video5_2_5_shot26.jpg,1280,720
title,141,127,426,36,video5_2_5_shot26.jpg,1280,720
header,751,49,245,13,video5_2_5_shot26.jpg,1280,720
handwriting,107,546,452,105,video5_2_5_shot26.jpg,1280,720
handwriting,607,472,499,173,video5_2_5_shot26.jpg,1280,720
footer,127,686,74,17,video5_2_5_shot26.jpg,1280,720
instructor,977,414,303,306,video5_2_5_shot26.jpg,1280,720
picture,76,198,782,124,video5_2_5_shot26.jpg,1280,720
diagram,97,340,714,73,video5_2_5_shot26.jpg,1280,720
figure,124,470,488,63,video5_2_5_shot26.jpg,1280,720
header,162,10,322,53,video5_2_5_shot27.jpg,1280,720
title,141,127,426,36,video5_2_5_shot27.jpg,1280,720
header,751,49,245,13,video5_2_5_shot27.jpg,1280,720
handwriting,107,546,452,105,video5_2_5_shot27.jpg,1280,720
handwriting,607,472,499,173,video5_2_5_shot27.jpg,1280,720
footer,127,686,74,17,video5_2_5_shot27.jpg,1280,720
instructor,979,425,301,294,video5_2_5_shot27.jpg,1280,720
picture,76,198,782,124,video5_2_5_shot27.jpg,1280,720
diagram,97,341,714,75,video5_2_5_shot27.jpg,1280,720
figure,124,470,488,63,video5_2_5_shot27.jpg,1280,720
header,162,10,322,53,video5_2_5_shot28.jpg,1280,720
title,141,127,426,36,video5_2_5_shot28.jpg,1280,720
header,751,49,245,13,video5_2_5_shot28.jpg,1280,720
handwriting,107,546,452,105,video5_2_5_shot28.jpg,1280,720
handwriting,605,472,502,194,video5_2_5_shot28.jpg,1280,720
footer,127,686,74,17,video5_2_5_shot28.jpg,1280,720
instructor,971,411,309,309,video5_2_5_shot28.jpg,1280,720
picture,76,198,782,124,video5_2_5_shot28.jpg,1280,720
diagram,97,338,714,78,video5_2_5_shot28.jpg,1280,720
figure,124,470,488,63,video5_2_5_shot28.jpg,1280,720
header,162,10,323,53,video5_2_5_shot29.jpg,1280,720
title,141,127,426,36,video5_2_5_shot29.jpg,1280,720
header,751,48,245,14,video5_2_5_shot29.jpg,1280,720
handwriting,108,546,451,105,video5_2_5_shot29.jpg,1280,720
handwriting,605,473,426,193,video5_2_5_shot29.jpg,1280,720
footer,127,686,74,17,video5_2_5_shot29.jpg,1280,720
picture,76,198,782,124,video5_2_5_shot29.jpg,1280,720
diagram,97,338,714,74,video5_2_5_shot29.jpg,1280,720
instructor,936,416,344,304,video5_2_5_shot29.jpg,1280,720
figure,124,470,488,63,video5_2_5_shot29.jpg,1280,720
header,162,10,323,53,video5_2_5_shot30.jpg,1280,720
title,141,127,426,36,video5_2_5_shot30.jpg,1280,720
header,751,48,245,14,video5_2_5_shot30.jpg,1280,720
handwriting,108,546,451,105,video5_2_5_shot30.jpg,1280,720
handwriting,605,473,422,193,video5_2_5_shot30.jpg,1280,720
footer,127,686,74,17,video5_2_5_shot30.jpg,1280,720
